About,Über,
Apps,Apps,
Documentation,Dokumentation,
Frappe Support,Frappe Support,
Keyboard Shortcuts,Tastaturkürzel,
Log out,Abmelden,
My Profile,Mein Profil,
My Settings,Meine Einstellungen,
Reload,Neu laden,
Report an Issue,Ein Problem melden,
Session Defaults,Sitzungsstandards,
Toggle Full Width,Breite wechseln,
Toggle Theme,Theme wechseln,
User Forum,Benutzerforum,
View Website,Webseite anzeigen,
